age,website_visits,time_spent_on_website,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status,current_occupation_Student,current_occupation_Unemployed,first_interaction_Website,last_activity_Phone Activity,last_activity_Website Activity,age_group_26-35,age_group_36-45,age_group_46-55,age_group_55+,profile_completed_high,profile_completed_medium
63,2,2346,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,0,1
60,2,69,0,0,0,1,0,0,False,True,True,True,False,False,False,False,True,0,1
36,2,2209,1,0,0,0,0,1,False,True,True,False,False,False,True,False,False,1,0
47,2,65,0,0,0,0,0,0,False,True,True,True,False,False,False,True,False,1,0
57,2,237,0,0,0,0,0,1,False,True,True,True,False,False,False,False,True,1,0
36,1,1586,0,0,0,1,0,1,False,True,True,False,False,False,True,False,False,1,0
57,2,1953,0,0,0,1,0,1,False,False,True,False,True,False,False,False,True,0,1
45,6,292,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,0,1
57,1,1347,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,0,1
28,1,328,0,0,0,0,0,0,False,False,True,False,True,True,False,False,False,0,1
19,6,198,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,1,0
49,4,308,1,0,1,1,0,0,False,False,True,False,True,False,False,True,False,0,1
48,4,346,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
37,2,64,0,0,1,1,0,0,False,True,True,False,False,False,True,False,False,0,1
56,1,1706,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,1
22,2,307,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
57,1,653,0,0,0,0,0,1,False,False,True,False,True,False,False,False,True,1,0
42,2,1359,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,1,0
22,2,1296,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,0,1
55,3,1736,0,0,0,0,0,1,False,True,True,False,False,False,False,True,False,1,0
57,2,966,1,0,0,0,0,0,False,True,False,True,False,False,False,False,True,1,0
56,4,2227,0,0,0,0,0,0,False,True,True,True,False,False,False,False,True,0,1
59,5,578,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,1,0
47,10,462,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,0,1
55,2,5,0,1,0,0,0,0,False,True,True,False,True,False,False,True,False,0,1
56,2,2013,0,0,1,0,0,1,False,False,True,False,False,False,False,False,True,1,0
60,2,187,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,1,0
47,1,184,1,0,0,1,0,0,False,False,True,False,False,False,False,True,False,0,1
58,2,185,0,0,1,0,0,0,False,False,False,True,False,False,False,False,True,0,1
59,3,1817,0,0,0,0,0,1,False,False,True,False,True,False,False,False,True,1,0
40,1,387,0,0,0,0,0,0,False,False,True,True,False,False,True,False,False,0,1
42,2,67,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,1,0
20,2,392,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,0,1
42,2,255,1,0,0,0,0,1,False,False,True,True,False,False,True,False,False,1,0
58,6,376,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
51,2,2324,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
47,5,245,0,0,0,0,0,0,False,False,True,False,True,False,False,True,False,0,1
51,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
58,1,86,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
58,1,1760,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
48,3,373,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,0,1
34,5,25,0,0,0,1,0,0,False,False,False,True,False,True,False,False,False,1,0
50,1,296,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,0,1
59,1,681,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,1,0
22,3,130,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,1,0
35,2,291,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,0,1
42,1,64,0,1,0,1,0,1,False,False,True,False,False,False,True,False,False,1,0
45,1,2130,0,0,1,0,0,1,False,False,True,False,False,False,True,False,False,0,1
58,2,71,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
58,3,649,0,1,1,1,0,0,False,False,False,True,False,False,False,False,True,0,1
42,3,342,0,0,0,1,0,0,False,False,False,False,True,False,True,False,False,1,0
57,3,2260,0,0,0,0,0,1,False,True,True,False,True,False,False,False,True,0,1
23,5,1856,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,1,0
42,13,1518,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,0,1
58,14,82,0,0,0,1,0,0,False,False,True,True,False,False,False,False,True,0,1
50,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,1,0
44,3,1579,0,0,0,0,0,1,False,True,True,False,True,False,True,False,False,0,1
45,2,179,1,0,0,1,0,0,False,True,False,False,False,False,True,False,False,0,1
58,0,0,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,1,0
52,2,1,0,0,0,1,0,1,False,False,True,False,True,False,False,True,False,1,0
55,1,503,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,0,1
49,10,900,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,0,1
56,8,300,1,0,0,1,0,0,False,False,False,True,False,False,False,False,True,0,1
52,2,2017,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
52,2,1966,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,1,0
60,2,2180,1,0,0,0,0,0,False,True,True,False,True,False,False,False,True,0,1
50,7,2151,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,0,1
57,1,1778,0,0,1,0,0,0,False,False,True,True,False,False,False,False,True,1,0
42,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,1,0
59,1,317,0,0,1,0,0,1,False,False,True,False,True,False,False,False,True,1,0
46,5,8,0,0,0,0,0,0,False,True,True,False,False,False,False,True,False,0,1
37,0,0,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,1,0
59,5,409,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
51,2,789,1,0,0,1,0,1,False,True,True,False,False,False,False,True,False,1,0
56,2,10,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,0,1
20,6,240,0,0,1,1,0,0,True,False,False,True,False,False,False,False,False,1,0
19,6,52,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,1,0
18,3,2062,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,1,0
19,3,1465,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,0,1
41,2,277,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,0,1
59,2,424,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,1,0
56,3,52,0,0,0,1,0,1,False,False,True,True,False,False,False,False,True,1,0
22,3,1301,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,0,1
55,1,77,0,0,0,0,0,0,False,True,True,False,True,False,False,True,False,0,1
57,1,2421,0,0,0,0,0,1,False,True,False,True,False,False,False,False,True,1,0
55,3,1774,0,0,0,0,0,1,False,False,True,True,False,False,False,True,False,1,0
60,8,337,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,1,0
21,3,237,1,0,0,0,0,1,True,False,True,False,False,False,False,False,False,1,0
22,1,1250,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,1,0
32,3,1282,1,0,0,0,0,0,False,True,False,True,False,True,False,False,False,1,0
59,5,208,0,0,1,0,0,0,False,False,True,False,False,False,False,False,True,1,0
48,4,176,0,0,0,1,0,0,False,False,False,False,True,False,False,True,False,0,1
57,2,1407,0,0,0,0,1,1,False,True,True,False,False,False,False,False,True,1,0
61,2,715,0,0,1,0,0,0,False,True,True,False,False,False,False,False,True,0,1
35,2,205,0,0,0,0,0,0,False,False,True,False,True,True,False,False,False,0,1
34,6,1838,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,1,0
18,1,321,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
58,1,657,0,0,0,0,0,1,False,False,False,False,True,False,False,False,True,0,1
41,8,2210,0,0,0,1,0,1,False,False,False,False,True,False,True,False,False,1,0
57,2,1908,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,1,0
24,2,2251,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,1,0
43,3,61,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,0,1
55,2,1310,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,0,1
56,6,230,0,0,0,0,0,0,False,False,True,False,True,False,False,False,True,1,0
45,5,1834,0,0,0,0,0,1,False,False,True,True,False,False,True,False,False,0,1
19,8,325,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
55,3,1700,0,0,0,0,0,1,False,False,True,False,True,False,False,True,False,0,1
56,7,300,0,0,0,1,0,0,False,False,True,False,False,False,False,False,True,0,1
22,1,1153,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,1,0
50,1,598,0,0,0,0,0,1,False,True,False,False,True,False,False,True,False,0,1
18,3,960,0,0,0,0,0,1,True,False,True,True,False,False,False,False,False,1,0
35,1,551,0,0,0,0,0,0,False,True,True,True,False,True,False,False,False,0,1
23,5,200,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,1,0
19,4,2292,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,0,1
57,5,2222,0,0,0,0,0,0,False,True,True,True,False,False,False,False,True,1,0
58,2,232,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,1
40,9,350,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,1,0
55,6,199,0,0,0,0,0,1,False,False,True,False,True,False,False,True,False,1,0
57,1,2057,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,1,0
28,11,1194,0,0,0,0,0,1,False,False,True,True,False,True,False,False,False,1,0
63,3,599,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
19,2,242,0,0,0,1,0,0,True,False,False,True,False,False,False,False,False,0,1
18,5,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,1,0
43,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0,1
43,2,88,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,0,1
26,5,196,0,0,0,0,0,0,False,False,True,True,False,True,False,False,False,0,1
59,5,24,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,0,1
35,3,1556,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,1,0
43,1,207,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,1,0
59,5,660,0,0,0,0,1,1,False,True,True,False,True,False,False,False,True,1,0
43,2,1592,0,1,1,0,0,1,False,True,True,False,False,False,True,False,False,0,1
57,3,195,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,0,1
58,3,384,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,0,1
33,6,261,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,0,1
47,3,1832,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,0,1
36,4,1666,0,0,0,1,0,0,False,True,False,True,False,False,True,False,False,0,1
25,5,2247,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,1,0
41,5,678,0,0,0,1,0,1,False,False,True,False,True,False,True,False,False,1,0
30,3,16,0,0,1,0,0,0,False,False,True,False,False,True,False,False,False,0,1
63,4,382,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,0,1
28,4,642,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,1,0
51,2,34,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,0,1
46,5,83,0,0,0,0,0,1,False,False,True,False,True,False,False,True,False,1,0
35,6,2096,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,0,1
56,4,396,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,0,1
59,2,90,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,1,0
18,4,696,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
56,2,380,0,0,0,0,0,0,False,False,True,False,True,False,False,False,True,0,1
35,5,672,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,0,0
52,2,486,0,0,1,0,0,0,False,True,False,False,True,False,False,True,False,0,1
59,8,93,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,1,0
56,2,1945,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
21,14,2052,0,1,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
61,2,59,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,1,0
59,8,342,1,1,0,0,0,0,False,True,True,False,False,False,False,False,True,0,1
62,4,219,0,0,0,1,0,0,False,True,True,True,False,False,False,False,True,1,0
57,1,81,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
55,2,45,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
56,6,381,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
42,8,662,0,0,0,0,0,1,False,True,True,False,False,False,True,False,False,1,0
56,3,10,0,0,0,0,0,1,False,True,True,False,True,False,False,False,True,1,0
50,2,349,0,0,0,1,0,0,False,True,True,False,False,False,False,True,False,0,1
51,12,230,0,0,0,1,0,0,False,False,False,True,False,False,False,True,False,0,1
34,6,31,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,1,0
57,3,250,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,0,1
32,3,332,0,0,0,1,0,0,False,True,True,False,False,True,False,False,False,0,1
26,3,438,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,0,1
57,6,78,0,0,0,1,0,0,False,False,True,True,False,False,False,False,True,0,1
54,1,2139,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,0,1
55,2,19,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,0,0
54,2,357,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,1,0
39,3,302,0,0,0,1,0,0,False,True,True,True,False,False,True,False,False,0,1
58,2,524,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,1,0
56,7,51,0,0,0,1,0,0,False,True,False,True,False,False,False,False,True,1,0
36,11,1397,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,1,0
54,2,35,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,1,0
30,5,1708,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,1
24,1,2390,1,1,0,0,0,0,True,False,True,False,True,False,False,False,False,0,1
38,2,198,0,1,1,0,0,0,False,False,False,False,False,False,True,False,False,1,0
57,6,613,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,1,0
52,2,1405,1,0,0,0,0,0,False,True,False,False,False,False,False,True,False,1,0
23,1,148,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
29,3,306,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,1,0
53,4,2117,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,1,0
46,2,366,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
54,1,95,0,0,1,0,0,0,False,True,True,False,True,False,False,True,False,0,1
46,7,348,1,0,0,1,0,0,False,False,False,False,False,False,False,True,False,0,1
18,8,317,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
59,3,1670,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
62,4,101,0,0,0,1,0,1,False,True,True,True,False,False,False,False,True,1,0
54,3,113,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,1,0
49,7,14,0,0,0,1,1,0,False,False,False,True,False,False,False,True,False,1,0
23,3,1850,0,0,0,0,0,1,True,False,True,False,True,False,False,False,False,1,0
57,2,589,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,1,0
43,8,1659,0,0,0,0,0,1,False,True,False,False,True,False,True,False,False,0,1
44,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0,1
57,4,240,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
60,7,114,0,0,0,1,0,0,False,True,True,False,False,False,False,False,True,0,0
53,3,670,0,0,0,0,0,1,False,True,True,True,False,False,False,True,False,1,0
52,3,680,1,0,0,0,0,1,False,False,True,False,True,False,False,True,False,1,0
57,5,495,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
56,1,2428,0,0,0,1,0,1,False,False,True,False,True,False,False,False,True,1,0
22,4,345,0,0,0,1,0,0,True,False,True,False,True,False,False,False,False,0,1
57,3,287,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
31,2,1,0,0,0,0,0,0,False,False,True,True,False,True,False,False,False,1,0
59,2,562,0,0,0,0,1,1,False,False,True,True,False,False,False,False,True,0,1
59,6,2352,0,0,0,0,0,1,False,False,False,False,False,False,False,False,True,1,0
57,11,2199,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
22,10,2358,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,1,0
30,6,391,0,0,0,0,0,1,False,False,True,False,True,True,False,False,False,1,0
30,3,415,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,1,0
46,2,1,0,0,0,0,0,0,False,True,True,True,False,False,False,True,False,0,1
31,3,352,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,1,0
58,1,411,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
21,5,1362,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
44,2,94,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,0,1
59,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
46,2,587,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
23,1,389,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,0
49,2,1,0,0,0,0,0,1,False,True,True,True,False,False,False,True,False,1,0
54,6,361,0,0,0,1,0,0,False,False,True,False,True,False,False,True,False,0,1
45,2,140,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,0,0
39,2,1302,0,0,0,0,0,1,False,False,True,False,True,False,True,False,False,0,1
32,2,55,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,0,1
58,6,437,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,1,0
32,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,0,1
61,5,162,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
57,3,278,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
44,3,412,0,0,0,0,0,0,False,True,True,False,False,False,True,False,False,0,1
21,7,2433,0,0,1,0,0,0,True,False,False,False,True,False,False,False,False,1,0
40,5,1553,0,0,0,0,0,1,False,False,True,False,True,False,True,False,False,1,0
59,1,288,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,0,1
56,7,567,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,1,0
52,5,42,0,0,0,0,0,0,False,True,True,False,True,False,False,True,False,0,0
58,6,418,0,0,1,0,0,0,False,True,False,False,False,False,False,False,True,0,1
55,1,261,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,1,0
60,1,2343,0,0,0,0,0,1,False,False,True,False,True,False,False,False,True,1,0
42,1,88,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,1,0
20,5,119,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
56,4,184,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
37,5,1,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,1,0
56,2,2529,1,0,0,0,0,1,False,True,False,False,True,False,False,False,True,0,1
49,2,681,0,0,0,0,0,1,False,False,False,False,True,False,False,True,False,1,0
38,2,91,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,0,1
47,2,1832,0,0,0,0,0,1,False,False,True,False,True,False,False,True,False,0,1
56,2,481,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,0,1
20,7,366,0,0,0,0,0,0,True,False,True,False,True,False,False,False,False,1,0
23,2,2233,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
52,1,164,0,0,0,0,0,1,False,True,True,False,False,False,False,True,False,1,0
52,5,344,0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,1,0
58,5,69,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,1,0
56,6,2459,0,0,0,0,1,1,False,True,True,True,False,False,False,False,True,1,0
55,20,33,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,0,1
60,1,545,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
33,4,39,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,0,1
44,2,1235,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0,1
45,6,1801,0,0,0,1,0,1,False,True,False,True,False,False,True,False,False,0,1
21,2,246,0,1,0,0,0,0,True,False,True,False,True,False,False,False,False,0,1
47,1,2214,0,0,0,0,0,0,False,True,True,False,False,False,False,True,False,1,0
60,1,1996,0,0,0,0,0,1,False,True,True,True,False,False,False,False,True,0,1
19,4,491,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,1,0
41,5,1585,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0,1
19,4,300,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,1,0
32,2,41,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,0,1
57,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
40,4,296,0,0,0,0,0,0,False,False,True,True,False,False,True,False,False,1,0
55,7,1382,0,0,0,0,0,1,False,True,True,True,False,False,False,True,False,1,0
23,2,70,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,1,0
60,2,285,0,1,0,0,0,0,False,True,True,False,False,False,False,False,True,0,1
23,4,478,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
62,5,115,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
51,2,319,0,0,0,1,0,0,False,True,False,True,False,False,False,True,False,0,1
61,10,2062,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,0,1
47,1,285,1,0,0,0,0,0,False,True,True,True,False,False,False,True,False,1,0
35,4,320,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,1
56,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,1
57,2,174,0,0,0,1,0,1,False,False,True,False,True,False,False,False,True,1,0
58,5,304,0,0,0,0,0,0,False,True,False,True,False,False,False,False,True,1,0
46,2,2192,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
59,3,2315,0,0,0,1,0,1,False,False,False,True,False,False,False,False,True,1,0
36,4,523,0,0,0,1,0,0,False,True,False,False,True,False,True,False,False,0,0
60,5,1738,0,0,0,0,0,0,False,True,False,True,False,False,False,False,True,1,0
61,4,1227,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,0,1
56,3,12,0,0,0,1,0,0,False,False,True,False,False,False,False,False,True,0,1
23,2,1653,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
31,0,0,0,0,0,1,0,0,False,False,True,True,False,True,False,False,False,0,1
55,3,58,1,0,1,0,0,0,False,False,False,True,False,False,False,True,False,1,0
63,1,352,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
30,7,267,0,0,0,0,0,0,False,False,True,False,True,True,False,False,False,0,1
42,3,1279,0,0,0,0,0,0,False,False,True,True,False,False,True,False,False,0,1
47,7,337,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,1,0
33,8,233,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,0,1
59,3,208,0,0,0,1,0,0,False,True,True,False,False,False,False,False,True,1,0
56,1,2236,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,1,0
58,5,1804,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,1,0
40,3,1286,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,1,0
58,1,50,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,1,0
59,2,318,0,0,1,1,0,0,False,False,True,True,False,False,False,False,True,0,1
32,2,279,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,1,0
59,10,343,0,0,1,0,0,0,False,False,False,False,True,False,False,False,True,1,0
55,2,55,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,1,0
57,4,670,0,1,0,0,0,0,False,True,False,False,True,False,False,False,True,0,1
20,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
59,7,83,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
57,7,385,0,0,1,1,0,0,False,False,True,True,False,False,False,False,True,0,1
57,2,72,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
60,4,531,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,1,0
33,7,328,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,0,1
62,7,417,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,0,1
58,2,411,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
55,2,337,0,0,0,0,0,1,False,False,True,True,False,False,False,True,False,1,0
58,4,175,0,0,1,0,0,0,False,False,True,False,False,False,False,False,True,1,0
40,2,59,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,0,1
59,1,2003,1,0,0,0,0,1,False,False,True,False,False,False,False,False,True,1,0
60,6,2154,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
34,5,299,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,0,1
46,3,43,0,0,0,1,0,0,False,True,False,False,True,False,False,True,False,1,0
23,3,256,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,1,0
43,2,207,0,0,0,1,0,0,False,False,False,True,False,False,True,False,False,0,1
58,1,1470,0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
34,8,2326,0,0,1,0,0,1,False,False,True,False,False,True,False,False,False,1,0
57,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
59,3,419,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
50,1,244,0,0,0,0,0,1,False,True,True,False,False,False,False,True,False,1,0
25,1,645,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,1,0
19,4,370,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,0,1
53,5,9,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,0,1
37,4,599,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,0,1
56,2,212,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,0,1
20,4,710,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
21,2,1,1,0,0,0,0,0,True,False,True,False,False,False,False,False,False,1,0
48,9,270,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,1,0
59,4,76,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
59,5,2169,0,0,0,0,0,0,False,False,True,False,True,False,False,False,True,0,1
35,3,1704,0,0,1,0,0,1,False,False,True,False,False,True,False,False,False,1,0
36,1,328,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,1,0
34,1,867,0,1,0,1,0,0,False,False,True,False,True,True,False,False,False,0,0
60,5,43,0,0,1,0,0,1,False,False,True,False,False,False,False,False,True,1,0
59,3,379,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,1
57,1,1437,0,0,0,0,0,1,False,True,True,False,True,False,False,False,True,1,0
59,3,143,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,1,0
56,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
59,2,265,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
